timestamp,function,duration_seconds,memory_kb,cpu_time_seconds
2025-07-10 16:16:59,checkValidator,0.4329,0.46,0.0036
2025-07-10 16:17:00,get_all_validators,0.3938,0.60,0.0012
2025-07-10 16:17:10,checkValidator,0.4052,0.51,0.0030
2025-07-10 16:17:11,get_all_validators,0.3736,0.60,0.0010
2025-07-10 16:17:21,checkValidator,0.4284,0.51,0.0027
2025-07-10 16:17:22,get_all_validators,0.3666,0.57,0.0009
2025-07-10 16:17:32,checkValidator,0.4104,0.51,0.0038
2025-07-10 16:17:33,get_all_validators,0.3643,0.60,0.0010
2025-07-10 16:17:44,checkValidator,0.5140,0.51,0.0033
2025-07-10 16:17:44,get_all_validators,0.4301,0.57,0.0011
2025-07-10 16:17:55,checkValidator,0.4709,0.51,0.0034
2025-07-10 16:17:56,get_all_validators,0.3604,0.60,0.0010
2025-07-10 16:18:06,checkValidator,0.4409,0.51,0.0022
2025-07-10 16:18:07,get_all_validators,0.3649,0.60,0.0010
2025-07-10 16:18:17,checkValidator,0.4386,0.51,0.0032
2025-07-10 16:18:18,get_all_validators,0.3749,0.60,0.0010
2025-07-10 16:18:28,checkValidator,0.4182,0.48,0.0034
2025-07-10 16:18:29,get_all_validators,0.3790,0.60,0.0010
2025-07-10 16:18:40,checkValidator,0.4315,0.51,0.0038
2025-07-10 16:18:40,get_all_validators,0.3826,0.60,0.0010
2025-07-10 16:18:51,checkValidator,0.5036,0.51,0.0030
2025-07-10 16:18:52,get_all_validators,0.3885,0.60,0.0011
2025-07-10 16:19:02,checkValidator,0.6854,0.46,0.0024
2025-07-10 16:19:03,get_all_validators,0.3583,0.60,0.0010
2025-07-10 16:19:14,checkValidator,0.4098,0.48,0.0034
2025-07-10 16:19:14,get_all_validators,0.3629,0.54,0.0010
2025-07-10 16:19:25,checkValidator,0.4169,0.51,0.0038
2025-07-10 16:19:25,get_all_validators,0.4065,0.60,0.0011
2025-07-10 16:19:36,checkValidator,0.4068,0.51,0.0026
2025-07-10 16:19:37,get_all_validators,0.3589,0.57,0.0009
2025-07-10 16:19:47,checkValidator,0.3920,0.46,0.0026
2025-07-10 16:19:48,get_all_validators,0.3621,0.60,0.0010
2025-07-10 16:19:58,checkValidator,0.4698,0.48,0.0028
2025-07-10 16:19:59,get_all_validators,0.4420,0.60,0.0010
2025-07-10 16:20:09,checkValidator,0.4380,0.51,0.0026
2025-07-10 16:20:10,get_all_validators,0.3546,0.57,0.0010
2025-07-10 16:20:21,checkValidator,0.5378,0.51,0.0027
2025-07-10 16:20:22,get_all_validators,0.3988,0.54,0.0013
2025-07-10 16:20:32,checkValidator,0.4075,0.51,0.0020
2025-07-10 16:20:33,get_all_validators,0.3982,0.60,0.0011
2025-07-10 16:20:43,checkValidator,0.4396,0.48,0.0026
2025-07-10 16:20:44,get_all_validators,0.3798,0.60,0.0010
2025-07-10 16:20:55,checkValidator,0.4865,0.46,0.0026
2025-07-10 16:20:55,get_all_validators,0.3982,0.54,0.0011
2025-07-10 16:21:06,checkValidator,0.4179,0.48,0.0025
2025-07-10 16:21:07,get_all_validators,0.3773,0.60,0.0011
2025-07-10 16:21:17,checkValidator,0.4192,0.51,0.0035
2025-07-10 16:21:18,get_all_validators,0.3823,0.60,0.0010
2025-07-10 16:21:28,checkValidator,0.4859,0.46,0.0018
2025-07-10 16:21:29,get_all_validators,0.3862,0.54,0.0011
2025-07-10 16:21:40,checkValidator,0.5116,0.46,0.0020
2025-07-10 16:21:40,get_all_validators,0.3706,0.60,0.0010
2025-07-10 16:21:51,checkValidator,0.4821,0.51,0.0027
2025-07-10 16:21:52,get_all_validators,0.3822,0.60,0.0010
2025-07-10 16:22:02,checkValidator,0.4281,0.51,0.0029
2025-07-10 16:22:03,get_all_validators,0.3709,0.60,0.0011
2025-07-10 16:22:13,checkValidator,0.4188,0.51,0.0036
2025-07-10 16:22:14,get_all_validators,0.3741,0.57,0.0010
2025-07-10 16:22:24,checkValidator,0.4226,0.51,0.0028
2025-07-10 16:22:25,get_all_validators,0.3780,0.60,0.0010
2025-07-10 16:22:36,checkValidator,0.4880,0.51,0.0024
2025-07-10 16:22:36,get_all_validators,0.3760,0.60,0.0010
2025-07-10 16:22:47,checkValidator,0.4577,0.51,0.0021
2025-07-10 16:22:48,get_all_validators,0.3715,0.57,0.0011
2025-07-10 16:22:58,checkValidator,0.4614,0.46,0.0031
2025-07-10 16:22:59,get_all_validators,0.3822,0.60,0.0011
2025-07-10 16:23:09,checkValidator,0.4804,0.51,0.0019
2025-07-10 16:23:10,get_all_validators,0.3872,0.57,0.0010
2025-07-10 16:23:20,checkValidator,0.3788,0.46,0.0030
2025-07-10 16:23:21,get_all_validators,0.4040,0.60,0.0021
2025-07-10 16:23:32,checkValidator,0.4456,0.48,0.0038
2025-07-10 16:23:32,get_all_validators,0.3645,0.60,0.0010
2025-07-10 16:23:43,checkValidator,0.4615,0.51,0.0022
2025-07-10 16:23:44,get_all_validators,0.3688,0.57,0.0009
2025-07-10 16:23:54,checkValidator,0.4556,0.46,0.0038
2025-07-10 16:23:55,get_all_validators,0.3917,0.60,0.0011
2025-07-10 16:24:05,checkValidator,0.4360,0.51,0.0033
2025-07-10 16:24:06,get_all_validators,0.3854,0.60,0.0010
2025-07-10 16:24:16,checkValidator,0.4202,0.51,0.0036
2025-07-10 16:24:17,get_all_validators,0.3769,0.57,0.0010
2025-07-10 16:24:28,checkValidator,0.4237,0.51,0.0019
2025-07-10 16:24:28,get_all_validators,0.3786,0.60,0.0011
2025-07-10 16:24:39,checkValidator,0.4776,0.51,0.0025
2025-07-10 16:24:40,get_all_validators,0.3623,0.60,0.0010
2025-07-10 16:24:50,checkValidator,0.4227,0.51,0.0036
2025-07-10 16:24:51,get_all_validators,0.3773,0.60,0.0010
2025-07-10 16:25:01,checkValidator,0.4440,0.51,0.0021
2025-07-10 16:25:02,get_all_validators,0.3807,0.60,0.0011
2025-07-10 16:25:12,checkValidator,0.4186,0.46,0.0036
2025-07-10 16:25:13,get_all_validators,0.3780,0.60,0.0010
2025-07-10 16:25:24,checkValidator,0.4953,0.51,0.0034
2025-07-10 16:25:24,get_all_validators,0.3719,0.60,0.0010
2025-07-10 16:25:35,checkValidator,0.4106,0.48,0.0038
2025-07-10 16:25:36,get_all_validators,0.3555,0.60,0.0010
2025-07-10 16:25:46,checkValidator,0.6225,0.46,0.0019
2025-07-10 16:25:47,get_all_validators,0.4221,0.60,0.0010
2025-07-10 16:25:58,checkValidator,0.5155,0.51,0.0027
2025-07-10 16:25:58,get_all_validators,0.4040,0.57,0.0012
2025-07-10 16:26:09,checkValidator,0.5100,0.51,0.0027
2025-07-10 16:26:10,get_all_validators,0.3879,0.60,0.0010
2025-07-10 16:26:20,checkValidator,0.4200,0.51,0.0033
2025-07-10 16:26:21,get_all_validators,0.3636,0.60,0.0010
2025-07-10 16:26:31,checkValidator,0.5834,0.51,0.0026
2025-07-10 16:26:32,get_all_validators,0.3553,0.60,0.0010
2025-07-10 16:26:43,checkValidator,0.4411,0.51,0.0027
2025-07-10 16:26:43,get_all_validators,0.3709,0.60,0.0010
2025-07-10 16:26:54,checkValidator,0.4196,0.51,0.0026
2025-07-10 16:26:55,get_all_validators,0.3597,0.57,0.0009
2025-07-10 16:27:05,checkValidator,0.3972,0.51,0.0016
2025-07-10 16:27:06,get_all_validators,0.3645,0.60,0.0010
2025-07-10 16:27:16,checkValidator,0.5171,0.46,0.0027
2025-07-10 16:27:17,get_all_validators,0.4029,0.60,0.0010
2025-07-10 16:27:27,checkValidator,0.4840,0.51,0.0037
2025-07-10 16:27:28,get_all_validators,0.3763,0.60,0.0010
2025-07-10 16:27:39,checkValidator,0.5091,0.51,0.0038
2025-07-10 16:27:40,get_all_validators,0.4024,0.57,0.0010
2025-07-10 16:27:50,checkValidator,0.4413,0.46,0.0026
2025-07-10 16:27:51,get_all_validators,0.3859,0.54,0.0011
2025-07-10 16:28:01,checkValidator,0.4651,0.51,0.0028
2025-07-10 16:28:02,get_all_validators,0.3673,0.60,0.0010
2025-07-10 16:28:12,checkValidator,0.4922,0.51,0.0012
2025-07-10 16:28:13,get_all_validators,0.3774,0.60,0.0010
2025-07-10 16:28:24,checkValidator,0.4781,0.46,0.0039
2025-07-10 16:28:25,get_all_validators,0.3681,0.54,0.0010
2025-07-10 16:28:35,checkValidator,0.5170,0.51,0.0027
2025-07-10 16:28:36,get_all_validators,0.4015,0.54,0.0011
2025-07-10 16:28:46,checkValidator,0.4435,0.51,0.0026
2025-07-10 16:28:47,get_all_validators,0.3573,0.60,0.0010
2025-07-10 16:28:58,checkValidator,0.4457,0.46,0.0027
2025-07-10 16:28:58,get_all_validators,0.3667,0.54,0.0010
2025-07-10 16:29:09,checkValidator,0.4884,0.51,0.0040
2025-07-10 16:29:10,get_all_validators,0.3642,0.60,0.0011
2025-07-10 16:29:20,checkValidator,0.4193,0.51,0.0035
2025-07-10 16:29:21,get_all_validators,0.4068,0.60,0.0010
2025-07-10 16:29:31,checkValidator,0.4323,0.51,0.0031
2025-07-10 16:29:32,get_all_validators,0.3803,0.60,0.0011
2025-07-10 16:29:42,checkValidator,0.5017,0.51,0.0019
2025-07-10 16:29:43,get_all_validators,0.3913,0.60,0.0010
2025-07-10 16:29:54,checkValidator,0.4225,0.51,0.0028
2025-07-10 16:29:54,get_all_validators,0.3788,0.60,0.0011
2025-07-10 16:30:05,checkValidator,0.4235,0.48,0.0025
2025-07-10 16:30:06,get_all_validators,0.3642,0.60,0.0010
2025-07-10 16:30:16,checkValidator,0.4113,0.51,0.0027
2025-07-10 16:30:17,get_all_validators,0.4575,0.57,0.0013
2025-07-10 16:30:27,checkValidator,0.4296,0.51,0.0035
2025-07-10 16:30:28,get_all_validators,0.3584,0.60,0.0010
2025-07-10 16:30:39,checkValidator,0.4191,0.51,0.0040
2025-07-10 16:30:39,get_all_validators,0.3589,0.60,0.0010
2025-07-10 16:30:50,checkValidator,0.5101,0.51,0.0028
2025-07-10 16:30:51,get_all_validators,0.3874,0.60,0.0011
2025-07-10 16:31:01,checkValidator,0.4682,0.48,0.0035
2025-07-10 16:31:02,get_all_validators,0.3571,0.60,0.0010
2025-07-10 16:31:12,checkValidator,0.4690,0.46,0.0030
2025-07-10 16:31:13,get_all_validators,0.3725,0.51,0.0011
2025-07-10 16:31:24,checkValidator,0.4393,0.51,0.0034
2025-07-10 16:31:24,get_all_validators,0.3603,0.60,0.0010
2025-07-10 16:31:35,checkValidator,0.4222,0.51,0.0037
2025-07-10 16:31:35,get_all_validators,0.3634,0.60,0.0010
2025-07-10 16:31:46,checkValidator,0.4122,0.51,0.0027
2025-07-10 16:31:47,get_all_validators,0.3639,0.51,0.0010
2025-07-10 16:31:57,checkValidator,0.4037,0.51,0.0026
2025-07-10 16:31:58,get_all_validators,0.3615,0.57,0.0009
2025-07-10 16:32:08,checkValidator,0.4088,0.51,0.0029
2025-07-10 16:32:09,get_all_validators,0.3717,0.60,0.0010
2025-07-10 16:32:19,checkValidator,0.4312,0.46,0.0027
2025-07-10 16:32:20,get_all_validators,0.3684,0.54,0.0010
